GEOID,GEOCODE,STATE,SDELM,SDSEC,SDUNI,AREALAND,AREAWATR,BASENAME,NAME,POP100
9500000US5500013,5500013,55,13,,,22445796,3797501,Lake Country School District,Lake Country School District,4401
9500000US5500052,5500052,55,52,,,26299929,2369563,Trevor-Wilmot Consolidated School District,Trevor-Wilmot Consolidated School District,3859
9500000US5500075,5500075,55,75,,,210014307,1594825,Herman-Neosho-Rubicon School District,Herman-Neosho-Rubicon School District,4772
9500000US5500080,5500080,55,80,,,64493373,1034488,Holy Hill Area School District,Holy Hill Area School District,6926
9500000US5501530,5501530,55,1530,,,557816056,132417188,North Lakeland School District,North Lakeland School District,3044
9500000US5501650,5501650,55,1650,,,86854456,505856,Brighton No. 1 School District,Brighton No. 1 School District,1291
9500000US5501710,5501710,55,1710,,,86970017,627167,Bristol No. 1 School District,Bristol No. 1 School District,5963
9500000US5503750,5503750,55,3750,,,28712859,57787,Dover No. 1 School District,Dover No. 1 School District,1943
9500000US5504410,5504410,55,4410,,,59503107,861745,Erin School District,Erin School District,2519
9500000US5504620,5504620,55,4620,,,256708439,73941941,Lac du Flambeau No. 1 School District,Lac du Flambeau No. 1 School District,3552
9500000US5504720,5504720,55,4720,,,28043557,998410,Fontana Joint No. 8 School District,Fontana Joint No. 8 School District,3962
9500000US5504770,5504770,55,4770,,,13566308,452589,Maple Dale-Indian Hill School District,Maple Dale-Indian Hill School District,1784
9500000US5504800,5504800,55,4800,,,13362886,0,Fox Point Joint No. 2 School District,Fox Point Joint No. 2 School District,11312
9500000US5505100,5505100,55,5100,,,10571483,0,Geneva Joint No. 4 School District,Geneva Joint No. 4 School District,1105
9500000US5505130,5505130,55,5130,,,46535679,898563,Genoa City Joint No. 2 School District,Genoa City Joint No. 2 School District,5068
9500000US5505460,5505460,55,5460,,,14716640,519005,Glendale-River Hills School District,Glendale-River Hills School District,13175
9500000US5506090,5506090,55,6090,,,129495908,2231178,Hartford Joint No. 1 School District,Hartford Joint No. 1 School District,19001
9500000US5506140,5506140,55,6140,,,21892496,1821977,Hartland-Lakeside Joint No. 3 School District,Hartland-Lakeside Joint No. 3 School District,11740
9500000US5507620,5507620,55,7620,,,136227056,1679737,Lake Geneva Joint No. 1 School District,Lake Geneva Joint No. 1 School District,18339
9500000US5508040,5508040,55,8040,,,36472524,39134,Linn Joint No. 4 School District,Linn Joint No. 4 School District,1003
9500000US5508070,5508070,55,8070,,,41137157,2397,Linn Joint No. 6 School District,Linn Joint No. 6 School District,1295
9500000US5508130,5508130,55,8130,,,17132053,63562,Richmond School District,Richmond School District,2986
9500000US5509240,5509240,55,9240,,,12279269,2572423,Swallow School District,Swallow School District,3198
9500000US5509300,5509300,55,9300,,,31435734,1310267,North Lake School District,North Lake School District,2702
9500000US5509360,5509360,55,9360,,,32755748,1433247,Merton Community School District,Merton Community School District,6776
9500000US5509390,5509390,55,9390,,,22854173,3358923,Stone Bank School District,Stone Bank School District,2710
9500000US5509690,5509690,55,9690,,,554825199,73914356,Minocqua Joint No. 1 School District,Minocqua Joint No. 1 School District,7516
9500000US5510800,5510800,55,10800,,,21058068,32878,Norway Joint No. 7 School District,Norway Joint No. 7 School District,839
9500000US5511400,5511400,55,11400,,,92980403,6123,Paris Joint No. 1 School District,Paris Joint No. 1 School District,1668
9500000US5512390,5512390,55,12390,,,42881698,1697455,Randall Joint No. 1 School District,Randall Joint No. 1 School District,5683
9500000US5512480,5512480,55,12480,,,80655156,340856,Raymond No. 14 School District,Raymond No. 14 School District,3389
9500000US5512510,5512510,55,12510,,,53146842,153504,North Cape School District,North Cape School District,1918
9500000US5513350,5513350,55,13350,,,44379686,2570882,Salem School District,Salem School District,9482
9500000US5513560,5513560,55,13560,,,51136895,0,Sharon Joint No. 11 School District,Sharon Joint No. 11 School District,1975
9500000US5513860,5513860,55,13860,,,10239310,2920956,Silver Lake Joint No. 1 School District,Silver Lake Joint No. 1 School District,4000
9500000US5515090,5515090,55,15090,,,6755705,4064458,Twin Lakes No. 4 School District,Twin Lakes No. 4 School District,3708
9500000US5515180,5515180,55,15180,,,25277969,33319,Union Grove Joint No. 1 School District,Union Grove Joint No. 1 School District,5269
9500000US5515450,5515450,55,15450,,,69894569,146130,Walworth Joint No. 1 School District,Walworth Joint No. 1 School District,3850
9500000US5515660,5515660,55,15660,,,120608186,5364001,Waterford Joint No. 1 School District,Waterford Joint No. 1 School District,14230
9500000US5515700,5515700,55,15700,,,22214322,1064357,Washington-Caldwell School District,Washington-Caldwell School District,1934
9500000US5516560,5516560,55,16560,,,80354299,1282272,Wheatland Joint No. 1 School District,Wheatland Joint No. 1 School District,4168
9500000US5517160,5517160,55,17160,,,231954778,43853722,Woodruff Joint No. 1 School District,Woodruff Joint No. 1 School District,5447
9500000US5517220,5517220,55,17220,,,76907328,276224,Yorkville Joint No. 2 School District,Yorkville Joint No. 2 School District,2963
9500000US5599999,5599999,55,99999,,,1.36699E+11,28971410684,Wisconsin,Remainder of Wisconsin,5671253
9600000US5505490,5505490,55,,5490,,41645834,971594,Nicolet Union High School District,Nicolet Union High School District,26271
9600000US5506120,5506120,55,,6120,,463506695,5722236,Hartford Union High School District,Hartford Union High School District,33218
9600000US5506180,5506180,55,,6180,,160795269,14357900,Arrowhead Union High School District,Arrowhead Union High School District,34513
9600000US5507650,5507650,55,,7650,,229806742,2617434,Lake Geneva-Genoa City Union High School District,Lake Geneva-Genoa City Union High School District,25515
9600000US5509630,5509630,55,,9630,,1601304472,324127207,Lakeland Union High School District,Lakeland Union High School District,19559
9600000US5513290,5513290,55,,13290,,359623093,4320361,Westosha Central High School District,Westosha Central High School District,20801
9600000US5515150,5515150,55,,15150,,216412853,708186,Union Grove Union High School District,Union Grove Union High School District,13616
9600000US5515480,5515480,55,,15480,,190212178,1146937,Big Foot Union High School District,Big Foot Union High School District,11082
9600000US5515600,5515600,55,,15600,,217027418,6614740,Waterford Union High School District,Waterford Union High School District,18921
9600000US5516770,5516770,55,,16770,,113232869,11724371,Wilmot Union High School District,Wilmot Union High School District,18969
9600000US5599999,5599999,55,,99999,,1.36699E+11,28971410684,Wisconsin,Remainder of Wisconsin,5671253
9700000US5500016,5500016,55,,,16,461495559,325617,Blair-Taylor School District,Blair-Taylor School District,4345
9700000US5500017,5500017,55,,,17,544263766,21463871,River Ridge School District,River Ridge School District,3479
9700000US5500030,5500030,55,,,30,107516703,81812,Abbotsford School District,Abbotsford School District,3683
9700000US5500056,5500056,55,,,56,139757061,2612136,Gresham School District,Gresham School District,1705
9700000US5500058,5500058,55,,,58,1823174818,85806914,Chequamegon School District,Chequamegon School District,6456
9700000US5500060,5500060,55,,,60,1186771312,79233997,Adams-Friendship Area School District,Adams-Friendship Area School District,13924
9700000US5500061,5500061,55,,,61,633961383,26820439,Chetek-Weyerhaeuser Area School District,Chetek-Weyerhaeuser Area School District,8344
9700000US5500120,5500120,55,,,120,183197723,328309,Albany School District,Albany School District,3146
9700000US5500150,5500150,55,,,150,175921321,807170,Algoma School District,Algoma School District,5138
9700000US5500180,5500180,55,,,180,321484053,33011847,Alma School District,Alma School District,1508
9700000US5500210,5500210,55,,,210,359206172,847352,Alma Center School District,Alma Center School District,2943
9700000US5500240,5500240,55,,,240,282619548,1871713,Almond-Bancroft School District,Almond-Bancroft School District,2504
9700000US5500270,5500270,55,,,270,34738267,3560036,Altoona School District,Altoona School District,10401
9700000US5500300,5500300,55,,,300,398760194,21076512,Amery School District,Amery School District,9811
9700000US5500330,5500330,55,,,330,254230982,4160934,Tomorrow River School District,Tomorrow River School District,5102
9700000US5500360,5500360,55,,,360,1393679242,8421659,Antigo School District,Antigo School District,17143
9700000US5500390,5500390,55,,,390,113844093,1761971,Appleton Area School District,Appleton Area School District,100970
9700000US5500420,5500420,55,,,420,522901961,799656,Arcadia School District,Arcadia School District,6387
9700000US5500450,5500450,55,,,450,214392704,178282,Argyle School District,Argyle School District,1847
9700000US5500510,5500510,55,,,510,1054909012,12159714,Ashland School District,Ashland School District,13161
9700000US5500540,5500540,55,,,540,27153643,1284962,Ashwaubenon School District,Ashwaubenon School District,15360
9700000US5500570,5500570,55,,,570,332221894,24545,Athens School District,Athens School District,3702
9700000US5500600,5500600,55,,,600,394479327,4156730,Auburndale School District,Auburndale School District,4543
9700000US5500630,5500630,55,,,630,417812041,5052625,Augusta School District,Augusta School District,4721
9700000US5500720,5500720,55,,,720,300450895,760841,Baldwin-Woodville Area School District,Baldwin-Woodville Area School District,9485
9700000US5500750,5500750,55,,,750,351682689,30143121,Unity School District,Unity School District,7286
9700000US5500780,5500780,55,,,780,238560383,3689,Bangor School District,Bangor School District,3957
9700000US5500810,5500810,55,,,810,402302784,9346408,Baraboo School District,Baraboo School District,21169
9700000US5500840,5500840,55,,,840,174946798,63154,Barneveld School District,Barneveld School District,2397
9700000US5500870,5500870,55,,,870,466377285,1161392,Barron Area School District,Barron Area School District,8933
9700000US5500900,5500900,55,,,900,420752201,789405,Bayfield School District,Bayfield School District,3351
9700000US5500960,5500960,55,,,960,284539931,600965,Beaver Dam School District,Beaver Dam School District,23100
9700000US5500990,5500990,55,,,990,184176084,1091778,Belleville School District,Belleville School District,5586
9700000US5501020,5501020,55,,,1020,263438840,300026,Belmont Community School District,Belmont Community School District,2212
9700000US5501050,5501050,55,,,1050,40952034,862170,Beloit School District,Beloit School District,36135
9700000US5501080,5501080,55,,,1080,80645923,1850645,Beloit Turner School District,Beloit Turner School District,9187
9700000US5501110,5501110,55,,,1110,83379367,0,Benton School District,Benton School District,1519
9700000US5501140,5501140,55,,,1140,513841584,20259158,Berlin Area School District,Berlin Area School District,10428
9700000US5501170,5501170,55,,,1170,561452084,40548172,Birchwood School District,Birchwood School District,2340
9700000US5501230,5501230,55,,,1230,267454062,1836077,Wisconsin Heights School District,Wisconsin Heights School District,6270
9700000US5501260,5501260,55,,,1260,1171333683,14238002,Black River Falls School District,Black River Falls School District,12615
9700000US5501310,5501310,55,,,1310,294958539,72991,Pecatonica Area School District,Pecatonica Area School District,2827
9700000US5501350,5501350,55,,,1350,426317381,5925602,Bloomer School District,Bloomer School District,7523
9700000US5501470,5501470,55,,,1470,388775919,6074973,Bonduel School District,Bonduel School District,6305
9700000US5501500,5501500,55,,,1500,447721275,7090119,Boscobel Area School District,Boscobel Area School District,5850
9700000US5501560,5501560,55,,,1560,324197549,533967,Bowler School District,Bowler School District,2364
9700000US5501590,5501590,55,,,1590,415345756,2058178,Boyceville Community School District,Boyceville Community School District,4635
9700000US5501680,5501680,55,,,1680,157897711,2048115,Brillion School District,Brillion School District,5727
9700000US5501740,5501740,55,,,1740,261782870,1748847,Brodhead School District,Brodhead School District,6277
9700000US5501770,5501770,55,,,1770,82892260,1070577,Elmbrook School District,Elmbrook School District,48593
9700000US5501800,5501800,55,,,1800,11383915,0,Brown Deer School District,Brown Deer School District,12507
9700000US5501830,5501830,55,,,1830,688352960,14550840,Bruce School District,Bruce School District,3575
9700000US5501890,5501890,55,,,1890,252855275,6699387,Burlington Area School District,Burlington Area School District,23654
9700000US5501920,5501920,55,,,1920,600156689,5003306,Butternut School District,Butternut School District,1151
9700000US5502040,5502040,55,,,2040,388594591,2004927,Cadott Community School District,Cadott Community School District,5311
9700000US5502070,5502070,55,,,2070,217180593,976119,Cambria-Friesland School District,Cambria-Friesland School District,2416
9700000US5502100,5502100,55,,,2100,165369674,4630705,Cambridge School District,Cambridge School District,6138
9700000US5502130,5502130,55,,,2130,174775861,2915611,Cameron School District,Cameron School District,4941
9700000US5502160,5502160,55,,,2160,458103336,8269900,Campbellsport School District,Campbellsport School District,10270
9700000US5502340,5502340,55,,,2340,307625468,240376,Cashton School District,Cashton School District,4124
9700000US5502400,5502400,55,,,2400,242957273,19147140,Cassville School District,Cassville School District,1810
9700000US5502430,5502430,55,,,2430,99046928,405964,Cedar Grove-Belgium Area School District,Cedar Grove-Belgium Area School District,6085
9700000US5502460,5502460,55,,,2460,87476696,567063,Cedarburg School District,Cedarburg School District,21159
9700000US5502520,5502520,55,,,2520,264666116,1973935,Chilton School District,Chilton School District,7213
9700000US5502550,5502550,55,,,2550,553933012,34314278,Chippewa Falls Area School District,Chippewa Falls Area School District,35634
9700000US5502580,5502580,55,,,2580,147567195,2238873,Clayton School District,Clayton School District,1802
9700000US5502610,5502610,55,,,2610,277707372,1138572,Clear Lake School District,Clear Lake School District,3449
9700000US5502640,5502640,55,,,2640,288000069,678622,Clinton Community School District,Clinton Community School District,5842
9700000US5502670,5502670,55,,,2670,415034479,4931730,Clintonville School District,Clintonville School District,9629
9700000US5502700,5502700,55,,,2700,408857444,46215295,Cochrane-Fountain City School District,Cochrane-Fountain City School District,4537
9700000US5502730,5502730,55,,,2730,426539287,864487,Colby School District,Colby School District,7148
9700000US5502760,5502760,55,,,2760,484914317,9240678,Coleman School District,Coleman School District,4914
9700000US5502790,5502790,55,,,2790,470393370,4380896,Colfax School District,Colfax School District,4749
9700000US5502820,5502820,55,,,2820,344665964,1734645,Columbus School District,Columbus School District,8601
9700000US5502880,5502880,55,,,2880,255438894,6506374,Cornell School District,Cornell School District,2824
9700000US5502910,5502910,55,,,2910,1325372187,56880211,Crandon School District,Crandon School District,5731
9700000US5502970,5502970,55,,,2970,709695045,30632271,Crivitz School District,Crivitz School District,6552
9700000US5503030,5503030,55,,,3030,204731861,258432,Cuba City School District,Cuba City School District,4926
9700000US5503060,5503060,55,,,3060,12364566,0,Cudahy School District,Cudahy School District,18204
9700000US5503090,5503090,55,,,3090,465774483,21999842,Cumberland School District,Cumberland School District,6083
9700000US5503150,5503150,55,,,3150,414372182,1873696,Darlington Community School District,Darlington Community School District,5069
9700000US5503180,5503180,55,,,3180,234823567,1710561,DeForest Area School District,DeForest Area School District,24876
9700000US5503210,5503210,55,,,3210,165059435,2760433,De Pere Unified School District,De Pere Unified School District,24571
9700000US5503240,5503240,55,,,3240,417289072,80362426,De Soto Area School District,De Soto Area School District,4450
9700000US5503270,5503270,55,,,3270,104967950,393297,Deerfield Community School District,Deerfield Community School District,4442
9700000US5503510,5503510,55,,,3510,204834795,11967165,Kettle Moraine School District,Kettle Moraine School District,23737
9700000US5503640,5503640,55,,,3640,248402651,8205021,Delavan-Darien School District,Delavan-Darien School District,16726
9700000US5503660,5503660,55,,,3660,363654783,3400499,Denmark School District,Denmark School District,8822
9700000US5503690,5503690,55,,,3690,495014137,1001173,Dodgeville School District,Dodgeville School District,8386
9700000US5503810,5503810,55,,,3810,1677597880,71114353,Drummond Area School District,Drummond Area School District,4231
9700000US5503840,5503840,55,,,3840,747288977,18838544,Durand School District,Durand School District,7339
9700000US5503860,5503860,55,,,3860,1064593728,163380420,Northland Pines School District,Northland Pines School District,12168
9700000US5504020,5504020,55,,,4020,231650221,6576390,East Troy Community School District,East Troy Community School District,12242
9700000US5504050,5504050,55,,,4050,497545154,10069261,Eau Claire Area School District,Eau Claire Area School District,86199
9700000US5504080,5504080,55,,,4080,211030204,35177,Edgar School District,Edgar School District,3621
9700000US5504110,5504110,55,,,4110,219381913,8601701,Edgerton School District,Edgerton School District,12681
9700000US5504170,5504170,55,,,4170,788196061,46866903,Elcho School District,Elcho School District,3224
9700000US5504200,5504200,55,,,4200,322669367,584351,Eleva-Strum School District,Eleva-Strum School District,3786
9700000US5504230,5504230,55,,,4230,221889916,2854465,Elk Mound Area School District,Elk Mound Area School District,5193
9700000US5504260,5504260,55,,,4260,146136030,5118321,Elkhart Lake-Glenbeulah School District,Elkhart Lake-Glenbeulah School District,3722
9700000US5504290,5504290,55,,,4290,220142196,4801962,Elkhorn Area School District,Elkhorn Area School District,17950
9700000US5504320,5504320,55,,,4320,558858995,36591659,Ellsworth Community School District,Ellsworth Community School District,11243
9700000US5504350,5504350,55,,,4350,245512349,651992,Elmwood School District,Elmwood School District,1989
9700000US5504380,5504380,55,,,4380,290797546,145231,Royall School District,Royall School District,3809
9700000US5504440,5504440,55,,,4440,258111810,794631,Evansville Community School District,Evansville Community School District,9953
9700000US5504500,5504500,55,,,4500,273201408,1448083,Fall Creek School District,Fall Creek School District,4332
9700000US5504530,5504530,55,,,4530,122606248,2689120,Fall River School District,Fall River School District,3085
9700000US5504590,5504590,55,,,4590,381174084,0,Fennimore Community School District,Fennimore Community School District,5046
9700000US5504650,5504650,55,,,4650,1264232456,24111637,Florence School District,Florence School District,4558
9700000US5504680,5504680,55,,,4680,205788874,3626285,Fond du Lac School District,Fond du Lac School District,54632
9700000US5504740,5504740,55,,,4740,252994735,44277635,Fort Atkinson School District,Fort Atkinson School District,18536
9700000US5504830,5504830,55,,,4830,74610981,271953,Franklin Public School District,Franklin Public School District,29736
9700000US5504860,5504860,55,,,4860,380243523,11446883,Frederic School District,Frederic School District,3658
9700000US5504890,5504890,55,,,4890,161184276,2036207,Northern Ozaukee School District,Northern Ozaukee School District,5637
9700000US5504920,5504920,55,,,4920,194775394,1558,Freedom Area School District,Freedom Area School District,9843
9700000US5504960,5504960,55,,,4960,464827046,21393362,Galesville-Ettrick-Trempealeau School District,Galesville-Ettrick-Trempealeau School District,9337
9700000US5504980,5504980,55,,,4980,390581008,220488,North Crawford School District,North Crawford School District,3128
9700000US5505160,5505160,55,,,5160,148058350,598297,Germantown School District,Germantown School District,27501
9700000US5505220,5505220,55,,,5220,351562708,835156625,Gibraltar Area School District,Gibraltar Area School District,6810
9700000US5505250,5505250,55,,,5250,270067372,3795771,Gillett School District,Gillett School District,3945
9700000US5505280,5505280,55,,,5280,838353113,13841742,Gilman School District,Gilman School District,3004
9700000US5505370,5505370,55,,,5370,245432275,1708516,Gilmanton School District,Gilmanton School District,1077
9700000US5505520,5505520,55,,,5520,293843124,867107,Glenwood City School District,Glenwood City School District,3956
9700000US5505580,5505580,55,,,5580,406116164,6410692,Goodman-Armstrong School District,Goodman-Armstrong School District,1029
9700000US5505610,5505610,55,,,5610,54819158,853927,Grafton School District,Grafton School District,14771
9700000US5505640,5505640,55,,,5640,191082474,653002,Granton Area School District,Granton Area School District,2084
9700000US5505670,5505670,55,,,5670,664159536,24342516,Grantsburg School District,Grantsburg School District,5156
9700000US5505730,5505730,55,,,5730,345445690,171482,Black Hawk School District,Black Hawk School District,2513
9700000US5505820,5505820,55,,,5820,239427040,3815959,Green Bay Area School District,Green Bay Area School District,140769
9700000US5505880,5505880,55,,,5880,80109768,2102331,Green Lake School District,Green Lake School District,2732
9700000US5505910,5505910,55,,,5910,14414516,22101,Greendale School District,Greendale School District,14854
9700000US5505940,5505940,55,,,5940,19055705,0,Greenfield School District,Greenfield School District,29251
9700000US5505970,5505970,55,,,5970,384527464,4424277,Greenwood School District,Greenwood School District,3341
9700000US5506000,5506000,55,,,6000,21144698,30660,Whitnall School District,Whitnall School District,18231
9700000US5506030,5506030,55,,,6030,96922476,1245068,Hamilton School District,Hamilton School District,28888
9700000US5506060,5506060,55,,,6060,218875820,1345503,St. Croix Central School District,St. Croix Central School District,8364
9700000US5506270,5506270,55,,,6270,1387203184,199584572,Hayward Community School District,Hayward Community School District,14418
9700000US5506300,5506300,55,,,6300,148946036,6214997,Southwestern Wisconsin School District,Southwestern Wisconsin School District,3949
9700000US5506420,5506420,55,,,6420,186789593,558155,Highland School District,Highland School District,1579
9700000US5506450,5506450,55,,,6450,141042021,625838,Hilbert School District,Hilbert School District,3152
9700000US5506480,5506480,55,,,6480,366257439,304323,Hillsboro School District,Hillsboro School District,4451
9700000US5506540,5506540,55,,,6540,232524411,24271044,Holmen School District,Holmen School District,22332
9700000US5506570,5506570,55,,,6570,133047067,5975028,Horicon School District,Horicon School District,5718
9700000US5506600,5506600,55,,,6600,278922190,2169788,Hortonville School District,Hortonville School District,22591
9700000US5506630,5506630,55,,,6630,138505522,425866,Howard-Suamico School District,Howard-Suamico School District,32385
9700000US5506660,5506660,55,,,6660,133842632,717431,Howards Grove School District,Howards Grove School District,6000
9700000US5506690,5506690,55,,,6690,170477345,14470694,Hudson School District,Hudson School District,32962
9700000US5506750,5506750,55,,,6750,1220731686,25420026,Hurley School District,Hurley School District,4196
9700000US5506780,5506780,55,,,6780,127509925,9285574,Hustisford School District,Hustisford School District,3228
9700000US5506810,5506810,55,,,6810,252079324,738087,Independence School District,Independence School District,2589
9700000US5506840,5506840,55,,,6840,338737715,6336784,Iola-Scandinavia School District,Iola-Scandinavia School District,4571
9700000US5506870,5506870,55,,,6870,423619699,344171,Iowa-Grant School District,Iowa-Grant School District,4337
9700000US5506960,5506960,55,,,6960,228661459,44278,Ithaca School District,Ithaca School District,1674
9700000US5507020,5507020,55,,,7020,217165724,3623026,Janesville School District,Janesville School District,63910
